19,21,55,84,85,43,34,53,74,88,54,80,42,45,55,0,86,55,43,78,42,5,32,17,88,19,49,25,83,79,51,54,17,93,68,98,69,49,71,87,60,5,42,5,17,86,75,16,18,54,55,73,53,38,63,7,98,67,95,2,73,70,23,97,5,12,77,37,32,96,77,69,37,71,14,3,50,99,24,17,93,89,23,65,10,83,57,13,34,8,25,30,91,14,44,13,24,99,17,35
26,62,36,7,78,90,48,31,66,37,12,17,12,13,66,86,0,6,55,42,15,57,36,2,74,23,42,79,21,42,17,75,77,29,84,30,10,85,91,74,87,88,61,85,54,4,72,94,18,88,16,68,68,98,11,10,23,48,33,18,57,16,52,39,84,54,34,66,11,47,74,34,10,52,12,78,85,24,4,50,22,65,23,97,8,55,39,28,31,93,97,60,5,33,35,68,56,50,60,28
34,72,70,49,78,52,69,64,39,74,49,33,72,48,6,55,6,0,74,19,66,23,36,72,14,89,11,94,55,98,52,32,36,45,91,38,27,47,31,99,15,23,57,8,76,98,30,50,4,64,80,81,75,79,68,88,81,21,94,45,93,29,86,87,70,8,26,58,63,97,94,72,95,44,80,24,25,3,47,12,83,91,89,96,62,42,85,60,3,28,6,2,85,10,24,40,58,57,12,27
20,33,95,38,28,17,53,13,13,47,19,4,61,14,94,43,55,74,0,86,29,90,30,36,41,85,6,25,71,77,80,35,25,91,22,98,61,57,13,5,94,82,76,36,51,85,26,14,9,65,54,45,17,42,18,80,24,83,90,71,8,27,50,97,70,8,20,72,3,78,26,39,48,88,14,5,67,19,37,46,3,80,58,89,4,82,45,21,92,6,61,19,49,12,79,54,14,96,69,12
98,2,38,30,83,97,90,64,94,85,96,57,91,40,95,78,42,19,86,0,30,43,84,89,94,76,59,25,36,80,70,34,21,27,96,14,39,71,11,23,14,89,19,96,48,96,53,98,16,4,73,26,51,54,81,35,70,21,53,18,14,16,78,20,97,57,35,61,77,49,86,92,16,12,64,99,57,64,8,81,24,36,13,76,96,73,47,47,25,63,13,46,40,47,68,1,29,69,46,58
45,8,83,59,4,31,25,64,67,9,31,56,30,86,38,42,15,66,29,30,0,86,77,86,57,22,66,42,8,11,51,9,15,14,43,2,40,56,19,96,57,22,34,1,45,17,73,70,12,84,79,65,32,94,12,49,61,86,51,95,71,72,32,1,62,34,51,93,28,85,78,20,80,26,68,70,55,39,29,55,7,74,98,89,40,83,25,15,44,44,59,50,41,62,60,32,72,64,24,94
70,86,57,81,7,33,20,35,95,97,1,52,45,82,68,5,57,23,90,43,86,0,33,43,72,24,99,31,47,89,14,93,3,76,46,45,76,60,18,84,30,46,96,48,66,99,66,1,97,58,14,72,73,30,67,75,92,6,68,93,8,83,37,77,28,16,48,92,83,61,2,49,99,46,59,14,19,45,20,26,65,91,73,91,41,50,43,28,71,98,71,65,43,96,22,59,67,6,68,37
98,45,5,36,71,85,16,61,54,27,94,90,1,67,30,32,36,36,30,84,77,33,0,44,63,33,2,31,66,31,62,70,33,10,79,78,86,33,18,2,40,29,77,12,50,63,42,81,8,32,56,51,53,38,8,72,12,60,47,48,63,18,30,11,1,76,2,90,72,95,20,50,97,9,58,69,59,27,74,53,17,89,7,79,57,79,57,66,63,50,12,13,6,42,44,23,55,34,19,78
60,54,86,11,78,42,52,49,75,76,18,6,3,85,49,17,2,72,36,89,86,43,44,0,53,69,95,26,36,31,92,87,87,73,67,76,41,68,37,34,91,7,19,50,59,95,77,42,45,8,97,90,53,6,88,35,86,61,29,41,54,12,10,57,1,69,45,24,81,33,84,5,83,68,21,82,23,6,8,97,30,40,15,17,84,34,54,34,50,53,91,16,32,50,56,39,15,52,78,11
89,26,74,89,93,6,37,51,59,19,29,8,82,35,40,88,74,14,41,94,57,72,63,53,0,59,69,77,51,67,87,59,38,17,85,17,68,26,77,23,96,78,95,83,67,60,88,65,97,24,60,38,77,13,68,70,58,5,97,36,10,80,8,40,78,48,60,29,44,72,9,41,25,69,21,88,81,86,61,56,48,65,38,98,57,26,15,42,46,11,13,71,84,14,96,70,36,29,87,81
52,85,44,43,25,60,35,27,56,10,95,91,79,55,26,19,23,89,85,76,22,24,33,69,59,0,85,46,63,11,46,4,55,7,50,61,83,6,18,26,82,25,16,32,3,44,35,88,35,2,77,19,96,56,61,99,44,47,40,7,36,83,89,52,33,48,39,11,16,76,90,25,99,31,80,48,13,11,42,41,81,85,76,28,90,69,96,57,32,73,14,89,43,85,93,39,84,55,7,55
36,28,3,60,33,23,25,17,46,3,52,78,12,99,24,49,42,11,6,59,66,99,2,95,69,85,0,13,73,74,16,99,52,90,52,78,14,38,68,5,30,94,81,47,45,88,42,10,17,56,67,17,91,70,27,27,75,76,73,52,45,54,34,23,29,64,11,62,50,44,27,44,84,44,20,2,71,57,93,86,74,51,41,32,95,29,63,95,95,28,89,77,31,80,9,30,98,4,28,50
75,12,80,9,66,37,67,7,89,54,88,67,85,20,13,25,79,94,25,25,42,31,31,26,77,46,13,0,83,33,6,13,14,99,8,86,81,41,31,71,86,62,17,15,90,93,90,85,65,67,35,44,4,26,60,50,27,4,80,62,96,47,95,22,2,39,81,40,42,27,68,91,12,11,80,14,83,49,72,16,5,91,14,23,83,87,89,90,42,12,57,80,94,84,23,15,24,35,65,82
56,25,54,99,30,52,15,69,2,6,32,23,55,85,80,83,21,55,71,36,8,47,66,36,51,63,73,83,0,35,28,41,95,39,45,94,21,83,22,96,63,66,51,7,85,75,50,83,14,39,34,73,37,13,23,37,85,80,53,26,57,16,76,25,86,89,71,75,5,81,90,25,40,53,49,47,11,69,25,18,1,89,33,38,61,81,93,34,58,85,97,50,88,11,12,78,10,57,77,92
86,58,28,28,99,44,22,89,79,49,46,29,16,50,58,79,42,98,77,80,11,89,31,31,67,11,74,33,35,0,71,61,80,30,43,60,51,67,65,58,85,87,63,1,95,4,73,96,80,10,44,90,44,55,10,94,98,15,97,23,17,19,24,32,20,81,51,56,88,31,60,95,65,63,51,50,97,36,47,54,15,86,21,39,39,52,78,59,41,92,82,70,82,41,37,29,43,7,30,95
63,37,69,19,80,26,17,6,37,15,23,50,72,53,95,51,17,52,80,70,51,14,62,92,87,46,16,6,28,71,0,59,94,39,36,8,29,24,19,33,8,62,32,93,1,62,62,10,41,51,18,22,35,87,14,21,26,15,93,4,86,7,41,68,88,75,74,53,76,54,11,48,3,68,64,2,79,36,90,91,75,77,10,53,47,17,18,13,69,24,15,64,31,19,29,70,11,28,48,61
60,28,4,45,96,54,18,13,94,27,5,30,92,38,22,54,75,32,35,34,9,93,70,87,59,4,99,13,41,61,59,0,36,80,38,43,50,97,59,86,38,41,37,98,52,73,7,72,65,13,49,28,48,75,10,72,61,83,23,36,15,51,32,64,84,53,6,72,64,7,95,55,64,24,23,4,55,33,99,28,62,94,70,22,25,42,66,74,1,65,66,2,61,85,32,75,15,22,67,64
40,38,44,47,87,83,83,20,4,60,90,66,6,33,44,17,77,36,25,21,15,3,33,87,38,55,52,14,95,80,94,36,0,54,74,21,53,9,78,55,5,38,27,99,95,82,47,12,37,99,13,68,38,80,80,31,81,17,86,58,78,85,47,34,31,59,21,47,6,38,23,5,32,42,62,22,45,11,86,94,78,98,81,92,50,98,44,1,72,41,57,47,9,3,97,53,41,35,65,29
88,23,10,72,90,5,19,23,3,67,48,65,31,29,15,93,29,45,91,27,14,76,10,73,17,7,90,99,39,30,39,80,54,0,14,76,72,40,3,34,62,25,13,32,33,67,51,61,44,58,13,75,47,35,29,40,28,47,18,27,64,57,4,34,60,70,53,40,84,72,26,80,2,82,33,74,16,55,15,6,70,65,95,69,64,39,22,37,85,12,85,56,71,73,25,65,74,55,97,95
36,6,57,93,24,67,85,59,78,47,54,96,25,12,68,68,84,91,22,96,43,46,79,67,85,50,52,8,45,43,36,38,74,14,0,44,39,85,48,88,64,20,84,25,80,76,57,8,4,39,30,90,4,89,76,89,78,3,76,72,28,5,41,81,57,79,72,67,75,71,42,7,23,35,56,37,74,1,84,74,72,27,40,13,24,80,91,15,12,25,40,47,93,62,77,28,44,41,3,36
31,47,2,64,99,45,69,26,45,45,52,16,97,16,57,98,30,38,98,14,2,45,78,76,17,61,78,86,94,60,8,43,21,76,44,0,6,75,76,14,59,77,7,95,14,62,85,42,36,15,38,7,36,7,20,4,96,20,18,94,3,87,40,46,37,50,4,6,97,34,65,60,68,66,8,88,96,60,60,23,71,31,13,69,64,14,29,23,93,68,10,18,23,51,62,92,22,65,98,55
39,92,56,84,70,98,12,86,83,7,68,93,58,54,57,69,10,27,61,39,40,76,86,41,68,83,14,81,21,51,29,50,53,72,39,6,0,77,71,95,39,51,38,9,14,34,41,93,41,66,71,39,91,57,52,69,69,61,61,17,21,64,77,94,19,77,43,87,90,20,76,33,92,75,25,22,33,34,39,97,92,68,22,68,11,4,86,20,34,78,90,31,7,90,82,62,99,22,53,37
42,20,41,21,69,87,26,32,38,36,89,22,76,60,38,49,85,47,57,71,56,60,33,68,26,6,38,41,83,67,24,97,9,40,85,75,77,0,26,12,66,8,77,5,44,39,11,70,32,55,46,78,52,10,62,85,18,29,23,59,34,81,36,42,34,81,38,33,15,35,69,40,56,33,6,91,34,2,4,40,73,32,3,50,5,46,15,10,90,21,3,62,67,67,32,23,56,18,68,64
76,79,52,42,6,70,58,44,89,3,36,91,67,20,77,71,91,31,13,11,19,18,18,37,77,18,68,31,22,65,19,59,78,3,48,76,71,26,0,50,91,61,84,8,59,45,52,60,25,84,18,53,26,12,9,82,78,65,79,77,79,84,94,74,14,99,93,35,1,9,59,13,84,10,56,42,95,88,70,91,35,1,91,7,13,4,42,20,73,38,83,14,82,17,61,49,67,58,14,38
62,93,28,12,12,43,50,83,82,23,90,73,96,81,56,87,74,99,5,23,96,84,2,34,23,26,5,71,96,58,33,86,55,34,88,14,95,12,50,0,98,85,9,26,14,53,2,32,41,98,49,70,30,75,68,62,8,27,3,91,95,8,41,43,59,2,92,82,98,31,76,35,70,90,46,44,27,19,65,22,88,69,45,97,56,32,4,13,27,81,25,87,2,60,48,30,27,88,7,30
66,69,99,77,82,63,36,66,8,30,70,53,3,40,10,60,87,15,94,14,57,30,40,91,96,82,30,86,63,85,8,38,5,62,64,59,39,66,91,98,0,16,93,67,26,8,37,88,19,15,44,77,56,62,62,47,90,29,53,68,1,78,71,25,60,24,34,49,5,29,78,24,92,18,32,88,96,84,99,38,32,61,98,73,1,4,15,2,76,18,33,28,12,6,44,8,88,30,58,90
68,95,91,92,33,50,20,96,49,9,27,16,62,48,23,5,88,23,82,89,22,46,29,7,78,25,94,62,66,87,62,41,38,25,20,77,51,8,61,85,16,0,62,7,22,58,88,40,11,42,16,75,60,42,38,99,33,63,5,98,75,67,74,39,23,86,1,47,14,90,3,86,98,61,71,81,5,37,86,38,61,71,87,61,93,47,54,48,32,95,92,97,18,29,37,50,29,47,33,25
44,36,37,94,6,87,69,52,95,75,33,69,67,79,20,42,61,57,76,19,34,96,77,19,95,16,81,17,51,63,32,37,27,13,84,7,38,77,84,9,93,62,0,93,90,89,28,31,59,73,93,94,4,99,64,68,53,73,18,75,94,65,35,79,73,98,38,16,47,99,42,82,83,99,47,47,1,79,19,84,61,34,15,17,54,77,9,13,5,99,62,4,12,78,30,36,52,15,5,42
70,48,19,87,17,50,37,1,39,21,69,18,30,23,90,5,85,8,36,96,1,48,12,50,83,32,47,15,7,1,93,98,99,32,25,95,9,5,8,26,67,7,93,0,57,56,42,32,35,89,58,43,29,3,12,18,72,81,49,12,84,16,77,17,74,99,70,57,44,11,14,59,71,42,76,22,84,53,97,23,22,73,9,53,94,47,91,3,39,94,9,34,31,97,16,69,99,10,24,7
16,36,60,70,15,77,71,96,46,83,38,13,44,26,58,17,54,76,51,48,45,66,50,59,67,3,45,90,85,95,1,52,95,33,80,14,14,44,59,14,26,22,90,57,0,99,47,61,39,89,82,60,20,20,19,95,77,13,86,61,97,59,50,96,52,61,1,92,45,25,88,72,18,14,12,77,21,90,90,37,74,45,26,38,18,61,3,51,81,19,26,77,35,23,18,38,42,60,6,81
90,79,10,12,85,2,47,46,18,12,36,60,25,1,9,86,4,98,85,96,17,99,63,95,60,44,88,93,75,4,62,73,82,67,76,62,34,39,45,53,8,58,89,56,99,0,33,93,43,6,42,46,6,38,16,30,48,32,57,19,35,62,41,11,67,12,25,22,15,79,20,67,28,45,65,36,91,85,59,80,58,72,27,96,17,79,55,86,49,19,66,25,45,46,99,62,18,23,89,78
86,8,98,30,14,36,16,89,30,91,79,8,7,25,32,75,72,30,26,53,73,66,42,77,88,35,42,90,50,73,62,7,47,51,57,85,41,11,52,2,37,88,28,42,47,33,0,48,93,28,51,4,43,97,48,85,42,12,99,61,86,63,71,34,67,82,24,95,52,4,94,78,78,6,70,72,88,35,92,47,8,70,94,99,35,34,67,4,57,33,55,75,75,34,75,98,68,6,19,93
97,13,87,81,10,62,87,80,34,80,74,22,76,93,72,16,94,50,14,98,70,1,81,42,65,88,10,85,83,96,10,72,12,61,8,42,93,70,60,32,88,40,31,32,61,93,48,0,3,9,23,54,74,98,53,80,95,78,72,85,52,35,64,57,45,21,76,81,63,94,56,11,21,15,43,14,54,65,96,26,58,66,43,72,83,45,42,95,98,18,51,96,2,21,54,65,39,29,32,48
36,98,31,87,58,56,40,63,62,11,54,48,91,82,59,18,18,4,9,16,12,97,8,45,97,35,17,65,14,80,41,65,37,44,4,36,41,32,25,41,19,11,59,35,39,43,93,3,0,47,13,33,14,69,25,37,61,98,96,17,15,94,28,4,69,85,19,66,48,36,18,85,91,65,17,88,51,87,63,63,79,81,45,32,75,52,30,4,23,89,64,54,24,77,46,88,14,76,3,94
66,2,78,20,96,58,78,61,1,8,18,79,55,44,16,54,88,64,65,4,84,58,32,8,24,2,56,67,39,10,51,13,99,58,39,15,66,55,84,98,15,42,73,89,89,6,28,9,47,0,36,5,41,44,20,69,63,82,49,15,21,53,26,70,95,96,74,86,94,48,48,99,83,87,75,13,27,34,17,77,44,14,56,73,40,54,83,25,90,52,9,98,95,98,41,85,6,71,44,17
71,63,6,90,85,34,39,23,22,9,95,97,4,79,64,55,16,80,54,73,79,14,56,97,60,77,67,35,34,44,18,49,13,13,30,38,71,46,18,49,44,16,93,58,82,42,51,23,13,36,0,3,81,60,47,82,9,15,4,69,3,98,57,92,28,99,77,11,20,61,7,98,30,94,1,39,61,93,36,58,27,83,35,48,53,28,82,34,68,10,82,40,90,7,83,12,93,28,74,62
65,29,28,79,78,40,87,81,67,55,10,86,57,53,24,73,68,81,45,26,65,72,51,90,38,19,17,44,73,90,22,28,68,75,90,7,39,78,53,70,77,75,94,43,60,46,4,54,33,5,3,0,78,60,21,39,9,89,93,57,44,33,71,57,89,26,75,63,20,13,13,45,38,24,20,86,70,91,92,18,61,76,68,56,3,60,47,8,24,79,6,99,53,10,20,52,16,51,7,17
45,3,54,75,41,78,10,33,2,73,62,92,70,80,98,53,68,75,17,51,32,73,53,53,77,96,91,4,37,44,35,48,38,47,4,36,91,52,26,30,56,60,4,29,20,6,43,74,14,41,81,78,0,3,58,98,36,49,22,23,50,91,64,62,85,86,20,85,1,38,72,98,25,67,74,44,76,80,72,9,52,55,32,21,94,20,48,41,5,49,63,21,18,74,35,2,69,42,59,30
3,73,44,72,15,25,81,37,44,71,65,54,36,20,62,38,98,79,42,54,94,30,38,6,13,56,70,26,13,55,87,75,80,35,89,7,57,10,12,75,62,42,99,3,20,38,97,98,69,44,60,60,3,0,95,64,11,55,30,19,98,96,22,97,60,36,76,31,22,27,95,18,12,70,19,33,37,65,78,28,42,31,38,80,77,5,12,75,3,67,74,53,22,83,13,97,93,50,7,2
85,92,10,78,80,73,17,10,68,72,6,24,23,21,37,63,11,68,18,81,12,67,8,88,68,61,27,60,23,10,14,10,80,29,76,20,52,62,9,68,62,38,64,12,19,16,48,53,25,20,47,21,58,95,0,87,54,35,81,5,97,40,96,60,74,85,69,11,3,95,10,58,86,62,99,87,65,23,63,38,6,1,63,53,9,92,49,61,92,19,40,87,93,78,54,88,96,67,55,80
77,93,39,39,42,30,52,91,61,26,67,26,13,53,76,7,10,88,80,35,49,75,72,35,70,99,27,50,37,94,21,72,31,40,89,4,69,85,82,62,47,99,68,18,95,30,85,80,37,69,82,39,98,64,87,0,79,55,28,9,7,19,84,43,72,23,18,51,36,85,84,83,81,72,87,13,76,40,66,55,34,57,54,5,98,6,96,77,73,60,3,51,82,25,47,40,61,68,73,63
38,41,55,15,35,67,71,31,38,6,56,42,95,41,8,98,23,81,24,70,61,92,12,86,58,44,75,27,85,98,26,61,81,28,78,96,69,18,78,8,90,33,53,72,77,48,42,95,61,63,9,9,36,11,54,79,0,44,50,9,17,23,13,83,99,10,70,2,49,5,4,1,1,19,89,91,45,86,86,47,49,19,25,50,48,49,80,29,97,19,25,80,29,62,85,75,17,39,91,12
68,86,24,69,18,63,78,17,42,64,67,69,85,21,74,67,48,21,83,21,86,6,60,61,5,47,76,4,80,15,15,83,17,47,3,20,61,29,65,27,29,63,73,81,13,32,12,78,98,82,15,89,49,55,35,55,44,0,56,87,40,95,3,3,38,27,99,58,41,38,10,94,6,31,64,50,12,21,1,63,61,64,66,25,20,15,35,43,79,46,64,57,40,80,33,33,29,66,47,3
52,62,38,38,77,43,90,57,7,69,9,72,29,43,78,95,33,94,90,53,51,68,47,29,97,40,73,80,53,97,93,23,86,18,76,18,61,23,79,3,53,5,18,49,86,57,99,72,96,49,4,93,22,30,81,28,50,56,0,3,1,26,10,32,49,4,36,39,66,59,55,65,59,91,63,70,45,41,45,87,6,19,27,95,13,17,14,55,31,51,41,67,33,78,74,81,94,98,25,8
8,53,87,54,62,76,79,77,82,2,86,85,77,90,16,2,18,45,71,18,95,93,48,41,36,7,52,62,26,23,4,36,58,27,72,94,17,59,77,91,68,98,75,12,61,19,61,85,17,15,69,57,23,19,5,9,9,87,3,0,57,85,45,84,15,31,76,24,82,16,74,74,74,82,12,58,43,4,14,63,36,27,84,43,27,14,52,66,11,43,47,82,66,59,12,71,63,9,70,43
97,5,90,79,34,78,66,87,26,34,8,68,3,36,52,73,57,93,8,14,71,8,63,54,10,36,45,96,57,17,86,15,78,64,28,3,21,34,79,95,1,75,94,84,97,35,86,52,15,21,3,44,50,98,97,7,17,40,1,57,0,62,85,64,86,25,64,72,82,56,13,94,86,51,67,58,51,6,26,71,51,21,58,84,46,7,8,64,26,40,37,43,14,93,1,40,69,85,55,68
34,42,51,35,85,98,11,86,80,51,24,24,41,24,62,70,16,29,27,16,72,83,18,12,80,83,54,47,16,19,7,51,85,57,5,87,64,81,84,8,78,67,65,16,59,62,63,35,94,53,98,33,91,96,40,19,23,95,26,85,62,0,38,37,97,92,37,15,89,27,45,68,17,21,27,96,93,20,70,2,90,48,13,44,20,4,98,69,96,96,33,31,89,2,32,13,62,50,48,86
3,25,53,55,90,70,40,17,89,52,5,10,34,46,79,23,52,86,50,78,32,37,30,10,8,89,34,95,76,24,41,32,47,4,41,40,77,36,94,41,71,74,35,77,50,41,71,64,28,26,57,71,64,22,96,84,13,3,10,45,85,38,0,90,26,58,79,62,72,21,61,54,11,12,61,64,61,90,87,2,57,38,74,83,75,49,90,17,65,77,12,14,7,4,73,76,16,81,66,8
94,30,90,79,38,13,53,54,52,14,28,28,81,82,64,97,39,87,97,20,1,77,11,57,40,52,23,22,25,32,68,64,34,34,81,46,94,42,74,43,25,39,79,17,96,11,34,57,4,70,92,57,62,97,60,43,83,3,32,84,64,37,90,0,32,91,47,75,32,8,16,23,3,30,53,65,16,98,47,22,10,71,96,58,74,84,9,43,60,57,51,71,92,96,36,2,70,27,22,46
81,45,33,47,22,48,80,64,40,67,57,80,31,93,1,5,84,70,70,97,62,28,1,1,78,33,29,2,86,20,88,84,31,60,57,37,19,34,14,59,60,23,73,74,52,67,67,45,69,95,28,89,85,60,74,72,99,38,49,15,86,97,26,32,0,35,35,74,90,53,2,85,15,28,37,6,87,81,87,17,97,36,31,1,38,24,90,37,14,31,18,26,60,74,29,93,80,55,28,93
19,93,77,95,86,9,94,20,63,26,64,74,16,48,53,12,54,8,8,57,34,16,76,69,48,48,64,39,89,81,75,53,59,70,79,50,77,81,99,2,24,86,98,99,61,12,82,21,85,96,99,26,86,36,85,23,10,27,4,31,25,92,58,91,35,0,77,12,41,69,42,64,31,70,75,11,89,73,49,97,6,87,89,81,89,19,27,97,51,39,70,31,94,86,41,54,78,51,34,94
33,88,20,42,10,15,12,41,78,61,20,22,63,19,78,77,34,26,20,35,51,48,2,45,60,39,11,81,71,51,74,6,21,53,72,4,43,38,93,92,34,1,38,70,1,25,24,76,19,74,77,75,20,76,69,18,70,99,36,76,64,37,79,47,35,77,0,21,95,53,32,99,60,99,58,87,77,39,65,7,73,44,46,81,50,79,35,22,41,65,45,26,77,62,20,57,66,84,41,8
43,23,30,39,62,5,86,85,57,58,8,85,22,27,99,37,66,58,72,61,93,92,90,24,29,11,62,40,75,56,53,72,47,40,67,6,87,33,35,82,49,47,16,57,92,22,95,81,66,86,11,63,85,31,11,51,2,58,39,24,72,15,62,75,74,12,21,0,57,30,64,52,45,65,96,26,93,59,18,87,68,64,31,8,31,23,15,60,23,18,5,40,99,84,11,55,96,89,84,61
92,70,58,78,61,15,38,56,22,48,12,76,51,68,84,32,11,63,3,77,28,83,72,81,44,16,50,42,5,88,76,64,6,84,75,97,90,15,1,98,5,14,47,44,45,15,52,63,48,94,20,20,1,22,3,36,49,41,66,82,82,89,72,32,90,41,95,57,0,88,51,21,54,28,59,54,78,70,52,37,8,69,63,73,3,23,17,82,22,45,94,68,46,4,23,50,23,74,18,72
60,47,53,80,99,61,99,72,91,69,76,73,7,51,39,96,47,97,78,49,85,61,95,33,72,76,44,27,81,31,54,7,38,72,71,34,20,35,9,31,29,90,99,11,25,79,4,94,36,48,61,13,38,27,95,85,5,38,59,16,56,27,21,8,53,69,53,30,88,0,71,47,95,38,17,18,52,34,85,30,88,80,14,94,38,47,67,89,69,17,55,63,52,17,62,20,20,57,12,21
